cellules exporté sur '23/11/2014' 10:16.
 De '01/01/2013' à 31/12/2013.
Lot: BOX VACHES VMS

Numéro de l'animal	Production quotidienne	Cons. en concentrés	Date	Jours en lactation	Lactation
3536			09/07/2013		
8933	27,47	4,2	09/07/2013	405	2
17			09/07/2013		
8932	27,44	3,6	09/07/2013	68	3
3216			09/07/2013		
3541			09/07/2013		
3517			09/07/2013		
3509			09/07/2013		
3504			09/07/2013		
4994	19,34	3,6	09/07/2013	186	1
3133			10/07/2013	279	2
3505			10/07/2013		
3140	34,49	4,7	10/07/2013	45	2
3495			10/07/2013		
14			10/07/2013		
3514			10/07/2013		
3504			10/07/2013		
3536			10/07/2013		
4977	28,25	4,0	10/07/2013	24	1
3524			10/07/2013		
3129	23,73	3,4	10/07/2013	256	2
3537			10/07/2013		
3500			10/07/2013		
3509			10/07/2013		
8936			10/07/2013	290	3
4997			10/07/2013		
3138	23,44	3,6	10/07/2013	248	2
8946			10/07/2013	318	3
4994	15,87	3,1	10/07/2013	187	1
5004			10/07/2013		
4990	25,21	3,9	10/07/2013	107	1
8941	22,31	4,1	10/07/2013	351	2
8970	25,13	4,7	10/07/2013	234	2
3517			10/07/2013		
8959	17,44	4,6	10/07/2013	303	2
17			10/07/2013		
4971	12,89	0,9	10/07/2013	257	1
3216			10/07/2013		
4978	13,36	3,4	10/07/2013	249	1
7			10/07/2013		
4965	15,29	3,0	10/07/2013	227	1
3507			10/07/2013		
3541			10/07/2013		
9			10/07/2013		
3230			10/07/2013		
3166	27,88	4,0	10/07/2013	77	2
8933	26,18	3,9	10/07/2013	406	2
3532			10/07/2013		
8949	20,96	4,1	10/07/2013	290	3
3227			10/07/2013		
1			10/07/2013		
8932	29,65	4,3	10/07/2013	69	3
3166	29,11	3,9	11/07/2013	78	2
8946			11/07/2013	319	3
3227			11/07/2013		
5004			11/07/2013		
3514			11/07/2013		
3532			11/07/2013		
3230			11/07/2013		
8959	29,56	6,4	11/07/2013	304	2
1			11/07/2013		
3216			11/07/2013		
3129	12,52	3,3	11/07/2013	257	2
4977	25,07	3,8	11/07/2013	25	1
8941	23,63	4,1	11/07/2013	352	2
4971	20,78	1,2	11/07/2013	258	1
3500			11/07/2013		
3524			11/07/2013		
4990	27,90	5,0	11/07/2013	108	1
3537			11/07/2013		
4965	18,85	3,3	11/07/2013	228	1
8933	25,50	3,8	11/07/2013	407	2
9			11/07/2013		
8949	26,80	4,3	11/07/2013	291	3
4997			11/07/2013		
3495			11/07/2013		
14			11/07/2013		
7			11/07/2013		
3541			11/07/2013		
3138	29,59	4,0	11/07/2013	249	2
3536			11/07/2013		
4994	17,40	3,3	11/07/2013	188	1
8970	24,46	4,4	11/07/2013	235	2
3140	36,60	4,8	11/07/2013	46	2
3133			11/07/2013	280	2
8932	28,34	3,9	11/07/2013	70	3
3517			11/07/2013		
3504			11/07/2013		
3509			11/07/2013		
17			11/07/2013		
4978	14,75	3,3	11/07/2013	250	1
3505			11/07/2013		
3507			11/07/2013		
8936			11/07/2013	291	3
8949	20,16	2,5	12/07/2013	292	3
3517			12/07/2013		
4990	35,43	5,8	12/07/2013	109	1
3505			12/07/2013		
3216			12/07/2013		
8959	20,41	5,0	12/07/2013	305	2
3504			12/07/2013		
3129	22,95	3,5	12/07/2013	258	2
3227			12/07/2013		
3138	28,20	3,9	12/07/2013	250	2
7			12/07/2013		
8970	22,00	4,7	12/07/2013	236	2
3230			12/07/2013		
4977	20,72	3,3	12/07/2013	26	1
3495			12/07/2013		
3537			12/07/2013		
5004			12/07/2013		
3507			12/07/2013		
1			12/07/2013		
3541			12/07/2013		
9			12/07/2013		
8941	30,32	3,8	12/07/2013	353	2
3524			12/07/2013		
4994	22,30	4,2	12/07/2013	189	1
3509			12/07/2013		
3514			12/07/2013		
3140	37,86	5,0	12/07/2013	47	2
8946			12/07/2013	320	3
3166	24,22	3,3	12/07/2013	79	2
4997			12/07/2013		
3133			12/07/2013	281	2
3532			12/07/2013		
8932	26,88	3,9	12/07/2013	71	3
14			12/07/2013		
4971	11,02	0,8	12/07/2013	259	1
4978	13,31	3,4	12/07/2013	251	1
8933	21,85	3,3	12/07/2013	408	2
8936			12/07/2013	292	3
17			12/07/2013		
4965	24,31	4,1	12/07/2013	229	1
3500			12/07/2013		
3536			12/07/2013		
3524			13/07/2013		
3227			13/07/2013		
14			13/07/2013		
8941	29,43	4,6	13/07/2013	354	2
3536			13/07/2013		
3495			13/07/2013		
3230			13/07/2013		
4997			13/07/2013		
8936			13/07/2013	293	3
5004			13/07/2013		
17			13/07/2013		
8959	22,13	4,8	13/07/2013	306	2
4990	26,21	4,3	13/07/2013	110	1
8949	21,06	4,2	13/07/2013	293	3
3505			13/07/2013		
7			13/07/2013		
3532			13/07/2013		
3541			13/07/2013		
8932	29,89	4,4	13/07/2013	72	3
8933	34,44	4,8	13/07/2013	409	2
4965	17,80	2,9	13/07/2013	230	1
4977	32,77	4,7	13/07/2013	27	1
3509			13/07/2013		
4971	17,64	1,2	13/07/2013	260	1
4994	14,68	2,8	13/07/2013	190	1
3129	17,44	2,8	13/07/2013	259	2
3216			13/07/2013		
3514			13/07/2013		
9			13/07/2013		
3140	37,25	4,9	13/07/2013	48	2
3517			13/07/2013		
3166	29,44	4,9	13/07/2013	80	2
3133			13/07/2013	282	2
4978	13,68	3,7	13/07/2013	252	1
3507			13/07/2013		
3504			13/07/2013		
3138	25,92	4,0	13/07/2013	251	2
3500			13/07/2013		
8946			13/07/2013	321	3
1			13/07/2013		
3537			13/07/2013		
8970	24,99	4,9	13/07/2013	237	2
3166	34,61	4,0	14/07/2013	81	2
5004			14/07/2013		
3507			14/07/2013		
8946			14/07/2013	322	3
8959	13,16	5,3	14/07/2013	307	2
3517			14/07/2013		
3129	26,00	4,2	14/07/2013	260	2
4997			14/07/2013		
3537			14/07/2013		
3216			14/07/2013		
3509			14/07/2013		
3500			14/07/2013		
4965	23,52	4,0	14/07/2013	231	1
7			14/07/2013		
8970	26,35	4,8	14/07/2013	238	2
3133			14/07/2013	283	2
3541			14/07/2013		
4994	20,15	3,9	14/07/2013	191	1
8936			14/07/2013	294	3
3227			14/07/2013		
3505			14/07/2013		
4971	14,94	1,0	14/07/2013	261	1
3504			14/07/2013		
3524			14/07/2013		
4977	28,70	4,1	14/07/2013	28	1
17			14/07/2013		
8933	25,94	4,0	14/07/2013	410	2
3138	11,32	4,0	14/07/2013	252	2
1			14/07/2013		
8941	14,69	3,2	14/07/2013	355	2
4990	30,31	5,4	14/07/2013	111	1
3536			14/07/2013		
3532			14/07/2013		
3514			14/07/2013		
3495			14/07/2013		
3230			14/07/2013		
9			14/07/2013		
14			14/07/2013		
8949	24,84	4,2	14/07/2013	294	3
8932	26,91	3,8	14/07/2013	73	3
4978	14,13	3,5	14/07/2013	253	1
3140	38,03	5,1	14/07/2013	49	2
3138	17,53	4,3	15/07/2013	253	2
3517			15/07/2013		
8959	23,16	4,9	15/07/2013	308	2
3227			15/07/2013		
4997			15/07/2013		
3507			15/07/2013		
9			15/07/2013		
3230			15/07/2013		
8932	24,14	3,6	15/07/2013	74	3
4978	13,91	3,4	15/07/2013	254	1
4994	17,82	3,5	15/07/2013	192	1
3500			15/07/2013		
7			15/07/2013		
14			15/07/2013		
3536			15/07/2013		
5004			15/07/2013		
4990	27,36	4,6	15/07/2013	112	1
8946			15/07/2013	323	3
8941	14,42	4,0	15/07/2013	356	2
8970	22,70	4,5	15/07/2013	239	2
3216			15/07/2013		
3524			15/07/2013		
4965	17,05	2,9	15/07/2013	232	1
3532			15/07/2013		
3509			15/07/2013		
4977	24,89	3,4	15/07/2013	29	1
1			15/07/2013		
3505			15/07/2013		
3541			15/07/2013		
17			15/07/2013		
4971	14,31	1,0	15/07/2013	262	1
3537			15/07/2013		
3133			15/07/2013	284	2
8949	19,71	4,4	15/07/2013	295	3
3140	34,41	5,0	15/07/2013	50	2
3514			15/07/2013		
8933	24,40	4,0	15/07/2013	411	2
3166	25,65	3,8	15/07/2013	82	2
8936			15/07/2013	295	3
3129	14,43	3,0	15/07/2013	261	2
3495			15/07/2013		
3504			15/07/2013		
5004			16/07/2013		
4965	21,55	3,8	16/07/2013	233	1
3495			16/07/2013		
7			16/07/2013		
3514			16/07/2013		
1			16/07/2013		
3504			16/07/2013		
3505			16/07/2013		
4978	14,86	3,5	16/07/2013	255	1
8946			16/07/2013	324	3
3140	39,44	4,8	16/07/2013	51	2
14			16/07/2013		
8941	20,33	3,4	16/07/2013	357	2
8933	25,80	4,1	16/07/2013	412	2
8949	19,27	4,0	16/07/2013	296	3
4990	33,51	5,5	16/07/2013	113	1
4994	17,07	3,5	16/07/2013	193	1
8932	28,96	4,1	16/07/2013	75	3
3227			16/07/2013		
3532			16/07/2013		
3129	13,90	3,6	16/07/2013	262	2
3524			16/07/2013		
3500			16/07/2013		
8970	19,95	4,3	16/07/2013	240	2
3138	19,91	3,8	16/07/2013	254	2
3133			16/07/2013	285	2
4997			16/07/2013		
3230			16/07/2013		
4977	25,96	3,9	16/07/2013	30	1
3536			16/07/2013		
3541			16/07/2013		
8936			16/07/2013	296	3
9			16/07/2013		
3509			16/07/2013		
3216			16/07/2013		
3507			16/07/2013		
17			16/07/2013		
4971	16,26	1,0	16/07/2013	263	1
3537			16/07/2013		
8959	22,82	4,9	16/07/2013	309	2
3517			16/07/2013		
3166	28,99	4,1	16/07/2013	83	2
8936			17/07/2013	297	3
7			17/07/2013		
17			17/07/2013		
3541			17/07/2013		
3514			17/07/2013		
3129	19,78	3,3	17/07/2013	263	2
8959	24,27	4,7	17/07/2013	310	2
8933	25,96	4,0	17/07/2013	413	2
8949	12,79	4,1	17/07/2013	297	3
3536			17/07/2013		
3166	15,68	4,2	17/07/2013	84	2
3227			17/07/2013		
4978	14,36	3,5	17/07/2013	256	1
3507			17/07/2013		
3509			17/07/2013		
4977	34,31	4,7	17/07/2013	31	1
4997			17/07/2013		
1			17/07/2013		
3505			17/07/2013		
4971	13,91	1,0	17/07/2013	264	1
8932	29,31	4,3	17/07/2013	76	3
3537			17/07/2013		
3230			17/07/2013		
4965	21,36	3,5	17/07/2013	234	1
5004			17/07/2013		
4990	31,53	5,1	17/07/2013	114	1
3133			17/07/2013	286	2
3216			17/07/2013		
3140	38,48	5,2	17/07/2013	52	2
3524			17/07/2013		
8941	13,55	4,8	17/07/2013	358	2
3532			17/07/2013		
8946			17/07/2013	325	3
3517			17/07/2013		
3138	27,08	3,9	17/07/2013	255	2
8970	22,51	5,0	17/07/2013	241	2
3495			17/07/2013		
9			17/07/2013		
4994	17,45	3,6	17/07/2013	194	1
3504			17/07/2013		
14			17/07/2013		
3500			17/07/2013		
3537			18/07/2013		
4971	8,75	0,6	18/07/2013	265	1
3138	22,36	4,8	18/07/2013	256	2
17			18/07/2013		
7			18/07/2013		
4997			18/07/2013		
3140	43,89	5,1	18/07/2013	53	2
3514			18/07/2013		
8959	7,93	2,9	18/07/2013	311	2
4965	21,49	3,8	18/07/2013	235	1
1			18/07/2013		
3509			18/07/2013		
4978	8,84	2,2	18/07/2013	257	1
3507			18/07/2013		
8970	25,66	4,7	18/07/2013	242	2
8941	10,97	4,0	18/07/2013	359	2
3216			18/07/2013		
8933	26,40	4,0	18/07/2013	414	2
5004			18/07/2013		
9			18/07/2013		
3524			18/07/2013		
4977	8,46	2,4	18/07/2013	32	1
3129	24,20	4,2	18/07/2013	264	2
8932	29,53	4,0	18/07/2013	77	3
3500			18/07/2013		
3504			18/07/2013		
3505			18/07/2013		
3541			18/07/2013		
8949	4,45	1,8	18/07/2013	298	3
3517			18/07/2013		
4994	16,54	3,5	18/07/2013	195	1
3230			18/07/2013		
3495			18/07/2013		
3133			18/07/2013	287	2
14			18/07/2013		
3166	27,84	4,0	18/07/2013	85	2
3227			18/07/2013		
8946			18/07/2013	326	3
8936			18/07/2013	298	3
3532			18/07/2013		
3536			18/07/2013		
4990	31,25	5,2	18/07/2013	115	1
8959	13,26	4,4	19/07/2013	312	2
3507			19/07/2013		
3166	42,98	3,9	19/07/2013	86	2
7			19/07/2013		
3537			19/07/2013		
3505			19/07/2013		
4990	25,43	4,4	19/07/2013	116	1
3541			19/07/2013		
4977	38,67	5,2	19/07/2013	33	1
8946			19/07/2013	327	3
1			19/07/2013		
14			19/07/2013		
3227			19/07/2013		
3504			19/07/2013		
3133			19/07/2013	288	2
8936			19/07/2013	299	3
4997			19/07/2013		
4971	20,21	1,3	19/07/2013	266	1
3524			19/07/2013		
3500			19/07/2013		
17			19/07/2013		
3517			19/07/2013		
3129	11,40	2,1	19/07/2013	265	2
3536			19/07/2013		
5004			19/07/2013		
8933	25,63	3,8	19/07/2013	415	2
8970	16,20	4,4	19/07/2013	243	2
4978	21,82	4,4	19/07/2013	258	1
8949	33,62	5,1	19/07/2013	299	3
3230			19/07/2013		
3509			19/07/2013		
3495			19/07/2013		
3138	15,76	4,1	19/07/2013	257	2
8932	26,35	3,6	19/07/2013	78	3
3514			19/07/2013		
4965	20,42	3,4	19/07/2013	236	1
9			19/07/2013		
8941	19,06	3,9	19/07/2013	360	2
3532			19/07/2013		
3216			19/07/2013		
4994	14,39	3,0	19/07/2013	196	1
3140	27,28	5,0	19/07/2013	54	2
3495			20/07/2013		
4971	15,50	1,0	20/07/2013	267	1
14			20/07/2013		
3537			20/07/2013		
3216			20/07/2013		
3129	24,10	4,5	20/07/2013	266	2
3138	15,26	2,0	20/07/2013	258	2
4994	21,64	3,9	20/07/2013	197	1
4990	29,80	4,9	20/07/2013	117	1
3500			20/07/2013		
5004			20/07/2013		
3509			20/07/2013		
9			20/07/2013		
8949	15,47	3,9	20/07/2013	300	3
8936			20/07/2013	300	3
3140	37,53	5,1	20/07/2013	55	2
3517			20/07/2013		
3505			20/07/2013		
3166	29,95	4,1	20/07/2013	87	2
4978	14,48	3,5	20/07/2013	259	1
8946			20/07/2013	328	3
8932	31,89	4,4	20/07/2013	79	3
1			20/07/2013		
8941	17,84	4,1	20/07/2013	361	2
3536			20/07/2013		
3227			20/07/2013		
4965	21,32	3,5	20/07/2013	237	1
3507			20/07/2013		
8970	26,35	5,1	20/07/2013	244	2
7			20/07/2013		
3514			20/07/2013		
17			20/07/2013		
4977	22,83	3,3	20/07/2013	34	1
3524			20/07/2013		
8933	25,60	4,0	20/07/2013	416	2
4997			20/07/2013		
3230			20/07/2013		
3133			20/07/2013	289	2
8959	20,22	6,5	20/07/2013	313	2
3504			20/07/2013		
3532			20/07/2013		
3541			20/07/2013		
14			21/07/2013		
3537			21/07/2013		
7			21/07/2013		
3495			21/07/2013		
4965	18,85	3,0	21/07/2013	238	1
4971	14,98	0,9	21/07/2013	268	1
3500			21/07/2013		
3532			21/07/2013		
4978	13,63	3,3	21/07/2013	260	1
8946			21/07/2013	329	3
3216			21/07/2013		
3230			21/07/2013		
8959	8,66	2,8	21/07/2013	314	2
3227			21/07/2013		
8949	4,10	3,3	21/07/2013	301	3
8933	21,47	3,3	21/07/2013	417	2
3509			21/07/2013		
3129	8,51	2,9	21/07/2013	267	2
4994	16,49	2,1	21/07/2013	198	1
9			21/07/2013		
17			21/07/2013		
4997			21/07/2013		
8970	18,70	4,1	21/07/2013	245	2
3524			21/07/2013		
4977	19,65	4,3	21/07/2013	35	1
3505			21/07/2013		
3166	27,08	3,8	21/07/2013	88	2
3536			21/07/2013		
3507			21/07/2013		
5004			21/07/2013		
3133			21/07/2013	290	2
3517			21/07/2013		
1			21/07/2013		
8932	28,34	3,7	21/07/2013	80	3
3514			21/07/2013		
8941	10,76	3,1	21/07/2013	362	2
8936			21/07/2013	301	3
3504			21/07/2013		
3541			21/07/2013		
3138	21,23	5,1	21/07/2013	259	2
3140	28,18	4,6	21/07/2013	56	2
4990	31,61	5,1	21/07/2013	118	1
3536			22/07/2013		
3504			22/07/2013		
8959	15,71	5,3	22/07/2013	315	2
14			22/07/2013		
3514			22/07/2013		
3140	15,88	5,6	22/07/2013	57	2
3505			22/07/2013		
3138	14,56	4,1	22/07/2013	260	2
4971	14,67	1,0	22/07/2013	269	1
3166	27,53	3,8	22/07/2013	89	2
5004			22/07/2013		
4977	25,56	4,2	22/07/2013	36	1
8936			22/07/2013	302	3
3537			22/07/2013		
4990	32,38	5,1	22/07/2013	119	1
4965	22,66	3,9	22/07/2013	239	1
3517			22/07/2013		
3500			22/07/2013		
17			22/07/2013		
8970	21,23	4,5	22/07/2013	246	2
8946			22/07/2013	330	3
3129	9,63	3,5	22/07/2013	268	2
8932	28,00	4,1	22/07/2013	81	3
3541			22/07/2013		
3532			22/07/2013		
3230			22/07/2013		
8949	7,41	4,0	22/07/2013	302	3
4997			22/07/2013		
3507			22/07/2013		
1			22/07/2013		
3216			22/07/2013		
3509			22/07/2013		
3133			22/07/2013	291	2
4994	18,00	3,6	22/07/2013	199	1
3524			22/07/2013		
9			22/07/2013		
7			22/07/2013		
3495			22/07/2013		
4978	14,75	3,5	22/07/2013	261	1
3227			22/07/2013		
8933	30,80	4,6	22/07/2013	418	2
8941	9,24	4,7	22/07/2013	363	2
8933	23,21	3,7	23/07/2013	419	2
3504			23/07/2013		
3507			23/07/2013		
4994	13,98	4,1	23/07/2013	200	1
1			23/07/2013		
4997			23/07/2013		
4965	20,66	3,5	23/07/2013	240	1
3524			23/07/2013		
3500			23/07/2013		
3536			23/07/2013		
9			23/07/2013		
5004			23/07/2013		
3514			23/07/2013		
8949	4,22	4,3	23/07/2013	303	3
3216			23/07/2013		
8936			23/07/2013	303	3
3509			23/07/2013		
3230			23/07/2013		
4977	13,63	3,5	23/07/2013	37	1
3505			23/07/2013		
3541			23/07/2013		
3138	11,70	3,2	23/07/2013	261	2
3227			23/07/2013		
7			23/07/2013		
3495			23/07/2013		
3133			23/07/2013	292	2
8946			23/07/2013	331	3
8970	20,25	4,9	23/07/2013	247	2
8932	24,38	3,5	23/07/2013	82	3
14			23/07/2013		
4971	13,54	1,0	23/07/2013	270	1
3517			23/07/2013		
8959	14,33	5,1	23/07/2013	316	2
3166	28,38	4,2	23/07/2013	90	2
4990	24,50	4,5	23/07/2013	120	1
4978	14,57	3,5	23/07/2013	262	1
3532			23/07/2013		
3537			23/07/2013		
17			23/07/2013		
3140	11,14	3,7	23/07/2013	58	2
3129	5,88	4,0	23/07/2013	269	2
8941	15,10	4,2	23/07/2013	364	2
3532			24/07/2013		
3507			24/07/2013		
8959	14,48	5,0	24/07/2013	317	2
4971	14,96	1,0	24/07/2013	271	1
4978	16,12	3,6	24/07/2013	263	1
3216			24/07/2013		
3504			24/07/2013		
3509			24/07/2013		
8970	23,58	4,5	24/07/2013	248	2
3227			24/07/2013		
4965	18,80	3,1	24/07/2013	241	1
1			24/07/2013		
4997			24/07/2013		
3500			24/07/2013		
7			24/07/2013		
3536			24/07/2013		
8949	4,61	4,5	24/07/2013	304	3
3140	25,33	5,9	24/07/2013	59	2
3505			24/07/2013		
3524			24/07/2013		
4990	33,35	5,2	24/07/2013	121	1
3517			24/07/2013		
8932	28,85	4,5	24/07/2013	83	3
3138	14,56	4,4	24/07/2013	262	2
8941	14,02	3,6	24/07/2013	365	2
3541			24/07/2013		
3129	11,90	3,5	24/07/2013	270	2
4977	27,92	4,3	24/07/2013	38	1
3166	28,43	4,1	24/07/2013	91	2
8946			24/07/2013	332	3
3495			24/07/2013		
8933	27,11	4,3	24/07/2013	420	2
17			24/07/2013		
3537			24/07/2013		
3133			24/07/2013	293	2
8936			24/07/2013	304	3
3514			24/07/2013		
14			24/07/2013		
5004			24/07/2013		
4994	13,42	2,9	24/07/2013	201	1
9			24/07/2013		
3230			24/07/2013		
1			25/07/2013		
8936			25/07/2013	305	3
3216			25/07/2013		
3133			25/07/2013	294	2
8970	18,21	4,2	25/07/2013	249	2
7			25/07/2013		
9			25/07/2013		
4997			25/07/2013		
8933	26,79	4,2	25/07/2013	421	2
3536			25/07/2013		
4978	14,92	3,6	25/07/2013	264	1
3509			25/07/2013		
3504			25/07/2013		
3517			25/07/2013		
8949	1,86	2,3	25/07/2013	305	3
3140	24,42	5,3	25/07/2013	60	2
3524			25/07/2013		
8959	14,91	5,4	25/07/2013	318	2
4971	12,97	1,0	25/07/2013	272	1
8941	10,41	4,0	25/07/2013	366	2
3500			25/07/2013		
3227			25/07/2013		
3505			25/07/2013		
3541			25/07/2013		
3507			25/07/2013		
14			25/07/2013		
3537			25/07/2013		
4990	35,08	5,7	25/07/2013	122	1
8932	30,55	4,2	25/07/2013	84	3
3495			25/07/2013		
4977	20,65	3,7	25/07/2013	39	1
3230			25/07/2013		
4965	20,88	3,6	25/07/2013	242	1
17			25/07/2013		
8946			25/07/2013	333	3
3166	14,52	4,1	25/07/2013	92	2
3532			25/07/2013		
4994	16,06	3,7	25/07/2013	202	1
3129	7,67	3,5	25/07/2013	271	2
3514			25/07/2013		
3138	5,25	3,7	25/07/2013	263	2
5004			25/07/2013		
3509			26/07/2013		
8959	12,42	3,2	26/07/2013	319	2
9			26/07/2013		
4990	26,44	4,8	26/07/2013	123	1
3537			26/07/2013		
8936			26/07/2013	306	3
3524			26/07/2013		
3140	23,66	4,8	26/07/2013	61	2
1			26/07/2013		
3129	4,60	3,6	26/07/2013	272	2
3500			26/07/2013		
8933	26,71	3,9	26/07/2013	422	2
17			26/07/2013		
3495			26/07/2013		
3133			26/07/2013	295	2
4965	19,08	3,3	26/07/2013	243	1
3541			26/07/2013		
3504			26/07/2013		
3536			26/07/2013		
3517			26/07/2013		
8932	20,45	3,0	26/07/2013	85	3
3532			26/07/2013		
3216			26/07/2013		
7			26/07/2013		
5004			26/07/2013		
8941	7,41	4,4	26/07/2013	367	2
3514			26/07/2013		
3507			26/07/2013		
4994	16,31	4,0	26/07/2013	203	1
3138	10,84	3,5	26/07/2013	264	2
3166	40,47	3,9	26/07/2013	93	2
4978	14,44	3,5	26/07/2013	265	1
8949	13,71	5,1	26/07/2013	306	3
8970	20,66	4,3	26/07/2013	250	2
3505			26/07/2013		
8946			26/07/2013	334	3
3230			26/07/2013		
4977	26,68	4,2	26/07/2013	40	1
14			26/07/2013		
4971	12,17	1,0	26/07/2013	273	1
3227			26/07/2013		
4997			26/07/2013		
3500			27/07/2013		
3509			27/07/2013		
3532			27/07/2013		
3216			27/07/2013		
8959	11,86	4,4	27/07/2013	320	2
4978	14,86	3,5	27/07/2013	266	1
8949	6,42	4,0	27/07/2013	307	3
4971	10,94	0,5	27/07/2013	274	1
3536			27/07/2013		
4990	27,13	4,5	27/07/2013	124	1
3166	27,00	4,0	27/07/2013	94	2
17			27/07/2013		
8936			27/07/2013	307	3
1			27/07/2013		
5004			27/07/2013		
3140	24,03	5,1	27/07/2013	62	2
8932	35,47	5,0	27/07/2013	86	3
3514			27/07/2013		
8941	16,00	3,5	27/07/2013	368	2
9			27/07/2013		
4977	27,94	4,4	27/07/2013	41	1
3504			27/07/2013		
3524			27/07/2013		
3541			27/07/2013		
8946			27/07/2013	335	3
14			27/07/2013		
3517			27/07/2013		
3507			27/07/2013		
3129	11,52	3,4	27/07/2013	273	2
3505			27/07/2013		
3138	7,52	4,2	27/07/2013	265	2
3133			27/07/2013	296	2
4994	15,48	3,0	27/07/2013	204	1
3230			27/07/2013		
4965	19,40	3,5	27/07/2013	244	1
7			27/07/2013		
8933	23,91	4,0	27/07/2013	423	2
3495			27/07/2013		
3537			27/07/2013		
3227			27/07/2013		
8970	18,69	4,3	27/07/2013	251	2
4997	10,54	0,6	27/07/2013	0	1
3509			28/07/2013		
14			28/07/2013		
3227			28/07/2013		
1			28/07/2013		
3133			28/07/2013	297	2
7			28/07/2013		
4978	11,37	3,1	28/07/2013	267	1
4990	29,67	5,0	28/07/2013	125	1
8959	15,31	6,7	28/07/2013	321	2
4994	13,88	4,0	28/07/2013	205	1
8970	20,48	4,2	28/07/2013	252	2
3166	25,48	4,0	28/07/2013	95	2
8936			28/07/2013	308	3
3507			28/07/2013		
3517			28/07/2013		
3216			28/07/2013		
3514			28/07/2013		
3230			28/07/2013		
4977	26,64	3,8	28/07/2013	42	1
3537			28/07/2013		
3129	9,17	3,5	28/07/2013	274	2
3504			28/07/2013		
8932	22,46	3,4	28/07/2013	87	3
3140	16,73	4,3	28/07/2013	63	2
3505			28/07/2013		
3536			28/07/2013		
4965	20,94	3,7	28/07/2013	245	1
17			28/07/2013		
8946			28/07/2013	336	3
8941	8,29	4,5	28/07/2013	369	2
3524			28/07/2013		
3500			28/07/2013		
5004			28/07/2013		
9			28/07/2013		
3532			28/07/2013		
8949	14,69	4,0	28/07/2013	308	3
4971	14,12	1,1	28/07/2013	275	1
3495			28/07/2013		
4997	8,01	1,4	28/07/2013	1	1
8933	25,14	4,0	28/07/2013	424	2
3541			28/07/2013		
3138	11,90	4,2	28/07/2013	266	2
8946			29/07/2013	337	3
8932	24,47	4,0	29/07/2013	88	3
3129	16,64	3,5	29/07/2013	275	2
3500			29/07/2013		
4978	15,87	3,7	29/07/2013	268	1
3514			29/07/2013		
3230			29/07/2013		
4997	8,25	1,9	29/07/2013	2	1
4965	20,02	3,4	29/07/2013	246	1
3166	22,70	3,4	29/07/2013	96	2
3133			29/07/2013	298	2
4977	26,11	3,9	29/07/2013	43	1
3138	15,43	4,2	29/07/2013	267	2
3495			29/07/2013		
8936			29/07/2013	309	3
8949	4,92	3,9	29/07/2013	309	3
9			29/07/2013		
3541			29/07/2013		
3524			29/07/2013		
17			29/07/2013		
8933	24,42	3,8	29/07/2013	425	2
8970	17,52	4,0	29/07/2013	253	2
5004			29/07/2013		
8959	15,24	4,9	29/07/2013	322	2
3216			29/07/2013		
1			29/07/2013		
3504			29/07/2013		
3227			29/07/2013		
3517			29/07/2013		
8941	7,81	3,9	29/07/2013	370	2
3505			29/07/2013		
3532			29/07/2013		
3140	26,73	5,6	29/07/2013	64	2
3507			29/07/2013		
3537			29/07/2013		
4990	25,23	4,8	29/07/2013	126	1
3509			29/07/2013		
4994	16,05	3,4	29/07/2013	206	1
3536			29/07/2013		
4971	12,21	0,8	29/07/2013	276	1
14			29/07/2013		
7			29/07/2013		
8949	2,37	2,1	30/07/2013	310	3
3532			30/07/2013		
4994	13,34	3,8	30/07/2013	207	1
7			30/07/2013		
4965	24,59	4,2	30/07/2013	247	1
5004			30/07/2013		
17			30/07/2013		
8933	26,78	4,2	30/07/2013	426	2
3537			30/07/2013		
4978	9,61	2,2	30/07/2013	269	1
4971	12,84	1,1	30/07/2013	277	1
8932	25,07	3,3	30/07/2013	89	3
3133			30/07/2013	299	2
4990	36,83	6,0	30/07/2013	127	1
3505			30/07/2013		
8941	8,36	4,4	30/07/2013	371	2
3517			30/07/2013		
3138	8,47	3,7	30/07/2013	268	2
3507			30/07/2013		
3227			30/07/2013		
3216			30/07/2013		
3500			30/07/2013		
8959	3,52	2,8	30/07/2013	323	2
3129	9,67	1,7	30/07/2013	276	2
3524			30/07/2013		
3504			30/07/2013		
1			30/07/2013		
3509			30/07/2013		
8970	19,17	4,3	30/07/2013	254	2
4997	12,63	2,5	30/07/2013	3	1
3514			30/07/2013		
3230			30/07/2013		
9			30/07/2013		
8946			30/07/2013	338	3
4977	21,59	3,6	30/07/2013	44	1
3541			30/07/2013		
3495			30/07/2013		
3140	29,56	5,2	30/07/2013	65	2
8936			30/07/2013	310	3
3536			30/07/2013		
14			30/07/2013		
3166	30,66	4,5	30/07/2013	97	2
3532			31/07/2013		
3541			31/07/2013		
4971	12,96	1,0	31/07/2013	278	1
8936			31/07/2013	311	3
9			31/07/2013		
4965	17,97	3,2	31/07/2013	248	1
3140	20,05	4,5	31/07/2013	66	2
3524			31/07/2013		
3536			31/07/2013		
8949	5,50	3,4	31/07/2013	311	3
4994	13,29	3,5	31/07/2013	208	1
4977	33,61	4,8	31/07/2013	45	1
3216			31/07/2013		
3504			31/07/2013		
