cellules exporté sur '23/11/2014' 10:16.
 De '01/01/2013' à 31/12/2013.
Lot: BOX VACHES VMS

Numéro de l'animal	Production quotidienne	Cons. en concentrés	Date	Jours en lactation	Lactation
5004			31/07/2013		
3517			31/07/2013		
8946			31/07/2013	339	3
8959	18,62	4,5	31/07/2013	324	2
3537			31/07/2013		
4990	27,09	4,8	31/07/2013	128	1
3227			31/07/2013		
8941	8,58	4,0	31/07/2013	372	2
3129	9,83	4,5	31/07/2013	277	2
3166	14,29	4,2	31/07/2013	98	2
4978	21,80	4,6	31/07/2013	270	1
4997	16,54	2,9	31/07/2013	4	1
8933	24,39	3,9	31/07/2013	427	2
3500			31/07/2013		
17			31/07/2013		
3509			31/07/2013		
3507			31/07/2013		
3505			31/07/2013		
8932	37,63	5,3	31/07/2013	90	3
14			31/07/2013		
3138	15,30	4,9	31/07/2013	269	2
3133			31/07/2013	300	2
7			31/07/2013		
3514			31/07/2013		
3495			31/07/2013		
8970	21,38	4,5	31/07/2013	255	2
3230			31/07/2013		
1			31/07/2013		
8949	13,58	5,2	01/08/2013	312	3
4977	14,84	3,3	01/08/2013	46	1
4997	16,63	3,3	01/08/2013	5	1
4965	17,45	3,3	01/08/2013	249	1
3216			01/08/2013		
4971	12,57	1,0	01/08/2013	279	1
17			01/08/2013		
3509			01/08/2013		
3537			01/08/2013		
8946			01/08/2013	340	3
8970	15,26	3,8	01/08/2013	256	2
3227			01/08/2013		
3505			01/08/2013		
3514			01/08/2013		
3166	40,13	3,9	01/08/2013	99	2
4994	14,45	3,1	01/08/2013	209	1
9			01/08/2013		
3532			01/08/2013		
8932	24,50	3,7	01/08/2013	91	3
3536			01/08/2013		
4990	25,07	4,6	01/08/2013	129	1
8959	10,89	4,4	01/08/2013	325	2
7			01/08/2013		
3504			01/08/2013		
3541			01/08/2013		
5004			01/08/2013		
14			01/08/2013		
3500			01/08/2013		
8941	7,05	3,9	01/08/2013	373	2
8933	24,81	4,1	01/08/2013	428	2
4978	14,46	3,4	01/08/2013	271	1
3495			01/08/2013		
3507			01/08/2013		
3524			01/08/2013		
8936			01/08/2013	312	3
3138	14,98	3,1	01/08/2013	270	2
3140	28,02	5,7	01/08/2013	67	2
1			01/08/2013		
3133			01/08/2013	301	2
3230			01/08/2013		
3129	5,70	3,4	01/08/2013	278	2
3517			01/08/2013		
7			02/08/2013		
3227			02/08/2013		
3230			02/08/2013		
14			02/08/2013		
3133			02/08/2013	302	2
3138	14,24	4,2	02/08/2013	271	2
8970	15,73	3,9	02/08/2013	257	2
4994	16,19	3,5	02/08/2013	210	1
3541			02/08/2013		
3507			02/08/2013		
3532			02/08/2013		
4990	27,32	5,7	02/08/2013	130	1
8949	2,80	2,0	02/08/2013	313	3
1			02/08/2013		
3524			02/08/2013		
3500			02/08/2013		
3216			02/08/2013		
3517			02/08/2013		
3537			02/08/2013		
8933	24,16	4,1	02/08/2013	429	2
3166	20,64	3,1	02/08/2013	100	2
8946			02/08/2013	341	3
8932	22,54	3,4	02/08/2013	92	3
4965	20,74	4,0	02/08/2013	250	1
17			02/08/2013		
5004			02/08/2013		
8936			02/08/2013	313	3
8959	6,33	4,4	02/08/2013	326	2
3509			02/08/2013		
3495			02/08/2013		
4977	20,22	3,7	02/08/2013	47	1
3514			02/08/2013		
4978	14,41	3,5	02/08/2013	272	1
8941	6,03	2,1	02/08/2013	374	2
3505			02/08/2013		
3140	27,18	4,8	02/08/2013	68	2
4997	16,73	3,4	02/08/2013	6	1
9			02/08/2013		
3504			02/08/2013		
4971	6,59	0,6	02/08/2013	280	1
3536			02/08/2013		
3129	5,31	1,7	02/08/2013	279	2
3495			03/08/2013		
3505			03/08/2013		
9			03/08/2013		
3536			03/08/2013		
4994	13,48	3,8	03/08/2013	211	1
3230			03/08/2013		
4971	10,97	0,9	03/08/2013	281	1
3216			03/08/2013		
4978	8,02	2,0	03/08/2013	273	1
8936			03/08/2013	314	3
3140	16,95	4,9	03/08/2013	69	2
8932	31,96	4,8	03/08/2013	93	3
3514			03/08/2013		
8946			03/08/2013	342	3
7			03/08/2013		
17			03/08/2013		
3227			03/08/2013		
3537			03/08/2013		
3500			03/08/2013		
8949	6,77	3,3	03/08/2013	314	3
3166	21,18	3,0	03/08/2013	101	2
3532			03/08/2013		
3541			03/08/2013		
14			03/08/2013		
4977	20,30	3,2	03/08/2013	48	1
8959	12,38	6,1	03/08/2013	327	2
3517			03/08/2013		
1			03/08/2013		
3133			03/08/2013	303	2
4965	18,11	3,5	03/08/2013	251	1
4990	26,92	4,9	03/08/2013	131	1
3504			03/08/2013		
5004			03/08/2013		
3524			03/08/2013		
3138	10,23	4,0	03/08/2013	272	2
8970	16,72	4,3	03/08/2013	258	2
8941	12,02	4,5	03/08/2013	375	2
3129	5,99	2,7	03/08/2013	280	2
3507			03/08/2013		
3509			03/08/2013		
8933	22,27	4,0	03/08/2013	430	2
4997	17,99	3,8	03/08/2013	7	1
4977	36,38	5,1	04/08/2013	49	1
3509			04/08/2013		
4997	17,55	3,8	04/08/2013	8	1
4978	17,61	4,4	04/08/2013	274	1
3514			04/08/2013		
3541			04/08/2013		
8932	22,97	3,6	04/08/2013	94	3
3524			04/08/2013		
9			04/08/2013		
8941	11,03	4,5	04/08/2013	376	2
7			04/08/2013		
3133			04/08/2013	304	2
8970	18,09	4,0	04/08/2013	259	2
3140	20,88	4,8	04/08/2013	70	2
3138	11,31	4,0	04/08/2013	273	2
3504			04/08/2013		
3227			04/08/2013		
3507			04/08/2013		
14			04/08/2013		
8936			04/08/2013	315	3
4994	13,29	3,1	04/08/2013	212	1
4971	14,78	1,3	04/08/2013	282	1
3129	14,47	3,8	04/08/2013	281	2
8946			04/08/2013	343	3
3537			04/08/2013		
3505			04/08/2013		
3517			04/08/2013		
3166	25,08	3,4	04/08/2013	102	2
8949	9,41	5,2	04/08/2013	315	3
1			04/08/2013		
3532			04/08/2013		
17			04/08/2013		
8933	20,77	3,9	04/08/2013	431	2
3216			04/08/2013		
3495			04/08/2013		
8959	11,49	4,7	04/08/2013	328	2
4965	16,55	3,4	04/08/2013	252	1
3536			04/08/2013		
3500			04/08/2013		
5004			04/08/2013		
3230			04/08/2013		
4990	26,03	4,8	04/08/2013	132	1
4990	22,83	4,9	05/08/2013	133	1
3133			05/08/2013	305	2
7			05/08/2013		
8949	6,42	4,0	05/08/2013	316	3
3166	36,73	5,3	05/08/2013	103	2
3514			05/08/2013		
3509			05/08/2013		
8946			05/08/2013	344	3
8970	16,45	4,1	05/08/2013	260	2
3495			05/08/2013		
4971	5,55	0,5	05/08/2013	283	1
4977	7,63	2,6	05/08/2013	50	1
8936			05/08/2013	316	3
3230			05/08/2013		
4997	17,48	4,0	05/08/2013	9	1
3216			05/08/2013		
4965	19,18	3,7	05/08/2013	253	1
3505			05/08/2013		
4994	8,29	3,7	05/08/2013	213	1
8959	15,65	5,6	05/08/2013	329	2
3140	21,59	5,1	05/08/2013	71	2
5004			05/08/2013		
3504			05/08/2013		
3500			05/08/2013		
14			05/08/2013		
17			05/08/2013		
4978	13,55	3,7	05/08/2013	275	1
3129	8,46	2,4	05/08/2013	282	2
3541			05/08/2013		
3537			05/08/2013		
1			05/08/2013		
8941	4,94	2,0	05/08/2013	377	2
3227			05/08/2013		
3524			05/08/2013		
3517			05/08/2013		
3507			05/08/2013		
3536			05/08/2013		
3138	4,37	2,8	05/08/2013	274	2
8933	21,67	3,9	05/08/2013	432	2
3532			05/08/2013		
8932	25,19	3,9	05/08/2013	95	3
9			05/08/2013		
3495			06/08/2013		
4971			06/08/2013	284	1
8941			06/08/2013	378	2
1			06/08/2013		
3504			06/08/2013		
3541			06/08/2013		
3138			06/08/2013	275	2
4965	14,00	2,7	06/08/2013	254	1
4990	29,60	5,3	06/08/2013	134	1
7			06/08/2013		
8949	3,52	1,8	06/08/2013	317	3
3509			06/08/2013		
3227			06/08/2013		
3133			06/08/2013	306	2
3129			06/08/2013	283	2
9			06/08/2013		
3216			06/08/2013		
4997	18,16	4,3	06/08/2013	10	1
4977	25,70	3,4	06/08/2013	51	1
3505			06/08/2013		
4994	14,69	3,2	06/08/2013	214	1
17			06/08/2013		
8936			06/08/2013	317	3
3166	17,86	2,9	06/08/2013	104	2
3517			06/08/2013		
5004			06/08/2013		
8933	23,16	4,2	06/08/2013	433	2
3532			06/08/2013		
8932	23,35	3,7	06/08/2013	96	3
3536			06/08/2013		
8946			06/08/2013	345	3
3140	29,75	4,4	06/08/2013	72	2
8970	15,32	5,8	06/08/2013	261	2
3524			06/08/2013		
3507			06/08/2013		
3230			06/08/2013		
4978	6,80	1,8	06/08/2013	276	1
3537			06/08/2013		
8959	8,83	2,6	06/08/2013	330	2
3514			06/08/2013		
3500			06/08/2013		
14			06/08/2013		
3505			07/08/2013		
3216			07/08/2013		
3541			07/08/2013		
3230			07/08/2013		
4965	22,60	4,1	07/08/2013	255	1
3166	35,50	5,0	07/08/2013	105	2
8933	22,31	3,7	07/08/2013	434	2
7			07/08/2013		
5004			07/08/2013		
14			07/08/2013		
8959	15,02	4,3	07/08/2013	331	2
3500			07/08/2013		
4997	11,57	4,1	07/08/2013	11	1
17			07/08/2013		
4990	25,25	4,7	07/08/2013	135	1
3509			07/08/2013		
3140	20,26	5,5	07/08/2013	73	2
8970	12,47	4,0	07/08/2013	262	2
3504			07/08/2013		
3536			07/08/2013		
8936		0,8	07/08/2013	318	3
4977	30,90	5,3	07/08/2013	52	1
8949	8,35	5,1	07/08/2013	318	3
1			07/08/2013		
8941			07/08/2013	379	2
3129			07/08/2013	284	2
3138			07/08/2013	276	2
3495			07/08/2013		
3514			07/08/2013		
4994	12,98	3,8	07/08/2013	215	1
3524			07/08/2013		
3507			07/08/2013		
9			07/08/2013		
4978	19,41	4,5	07/08/2013	277	1
4971			07/08/2013	285	1
3133			07/08/2013	307	2
3517			07/08/2013		
3532			07/08/2013		
3227			07/08/2013		
8932	28,01	4,3	07/08/2013	97	3
3537			07/08/2013		
8946			07/08/2013	346	3
3495			08/08/2013		
3524			08/08/2013		
4990	27,84	5,2	08/08/2013	136	1
3166	26,72	4,0	08/08/2013	106	2
3230			08/08/2013		
3532			08/08/2013		
3227			08/08/2013		
7			08/08/2013		
14			08/08/2013		
3500			08/08/2013		
8941			08/08/2013	380	2
3140	26,02	5,0	08/08/2013	74	2
17			08/08/2013		
8949	4,09	4,1	08/08/2013	319	3
3536			08/08/2013		
4997	15,62	3,5	08/08/2013	12	1
8959	10,51	4,2	08/08/2013	332	2
3514			08/08/2013		
1			08/08/2013		
4977	17,22	4,0	08/08/2013	53	1
3517			08/08/2013		
5004			08/08/2013		
8946			08/08/2013	347	3
8936		1,1	08/08/2013	319	3
3133			08/08/2013	308	2
3129			08/08/2013	285	2
3216			08/08/2013		
3138			08/08/2013	277	2
4994	6,43	3,6	08/08/2013	216	1
4971			08/08/2013	286	1
3541			08/08/2013		
8933	23,70	4,1	08/08/2013	435	2
8970	20,39	6,0	08/08/2013	263	2
3504			08/08/2013		
3509			08/08/2013		
4965	18,82	3,6	08/08/2013	256	1
3537			08/08/2013		
3507			08/08/2013		
9			08/08/2013		
8932	22,76	3,5	08/08/2013	98	3
3505			08/08/2013		
4978	13,69	3,5	08/08/2013	278	1
3129			09/08/2013	286	2
8949	4,24	4,0	09/08/2013	320	3
3507			09/08/2013		
3517			09/08/2013		
4977	11,18	2,1	09/08/2013	54	1
3166	20,68	2,9	09/08/2013	107	2
3504			09/08/2013		
3140	15,28	4,3	09/08/2013	75	2
17			09/08/2013		
4971			09/08/2013	287	1
4965	16,89	3,0	09/08/2013	257	1
7			09/08/2013		
3509			09/08/2013		
3524			09/08/2013		
8932	31,30	4,7	09/08/2013	99	3
8936		1,3	09/08/2013	320	3
5004			09/08/2013		
4978	13,44	3,5	09/08/2013	279	1
8970	17,68	4,5	09/08/2013	264	2
3536			09/08/2013		
1			09/08/2013		
3505			09/08/2013		
3532			09/08/2013		
3537			09/08/2013		
3541			09/08/2013		
3227			09/08/2013		
3133			09/08/2013	309	2
8946			09/08/2013	348	3
4997	20,37	4,1	09/08/2013	13	1
3216			09/08/2013		
3514			09/08/2013		
8941			09/08/2013	381	2
8959	16,46	4,4	09/08/2013	333	2
9			09/08/2013		
8933	25,86	4,0	09/08/2013	436	2
3500			09/08/2013		
4990	29,09	5,2	09/08/2013	137	1
4994	15,30	3,5	09/08/2013	217	1
3495			09/08/2013		
3230			09/08/2013		
3138			09/08/2013	278	2
14			09/08/2013		
4997	18,74	4,0	10/08/2013	14	1
8959	23,32	6,2	10/08/2013	334	2
3517			10/08/2013		
3532			10/08/2013		
14			10/08/2013		
3495			10/08/2013		
5004			10/08/2013		
4965	19,49	3,6	10/08/2013	258	1
4977	31,66	5,2	10/08/2013	55	1
3524			10/08/2013		
8932	26,82	3,9	10/08/2013	100	3
9			10/08/2013		
3536			10/08/2013		
8936		1,7	10/08/2013	321	3
3133			10/08/2013	310	2
3509			10/08/2013		
4978	13,72	3,4	10/08/2013	280	1
3227			10/08/2013		
3541			10/08/2013		
17			10/08/2013		
3140	18,59	5,6	10/08/2013	76	2
3138			10/08/2013	279	2
8970	17,35	4,1	10/08/2013	265	2
3505			10/08/2013		
8946			10/08/2013	349	3
4990	25,21	4,8	10/08/2013	138	1
3504			10/08/2013		
1			10/08/2013		
3537			10/08/2013		
4994	13,15	3,5	10/08/2013	218	1
3216			10/08/2013		
4971			10/08/2013	288	1
3166	30,05	4,3	10/08/2013	108	2
7			10/08/2013		
8933	25,47	4,0	10/08/2013	437	2
3507			10/08/2013		
8949	8,63	3,8	10/08/2013	321	3
3500			10/08/2013		
3129			10/08/2013	287	2
3230			10/08/2013		
3514			10/08/2013		
8941			10/08/2013	382	2
3216			11/08/2013		
4965	21,23	3,8	11/08/2013	259	1
8941			11/08/2013	383	2
3507			11/08/2013		
8946			11/08/2013	350	3
9			11/08/2013		
4990	26,91	4,9	11/08/2013	139	1
3140	22,90	5,0	11/08/2013	77	2
17			11/08/2013		
1			11/08/2013		
7			11/08/2013		
3541			11/08/2013		
3504			11/08/2013		
4971			11/08/2013	289	1
4994	15,88	3,5	11/08/2013	219	1
4997	9,64	4,0	11/08/2013	15	1
3230			11/08/2013		
4977	20,68	4,0	11/08/2013	56	1
8936		2,0	11/08/2013	322	3
3166	31,63	4,8	11/08/2013	109	2
3227			11/08/2013		
8933	19,50	3,2	11/08/2013	438	2
4978	11,31	3,5	11/08/2013	281	1
3536			11/08/2013		
8932	20,89	3,1	11/08/2013	101	3
3138			11/08/2013	280	2
3537			11/08/2013		
3524			11/08/2013		
14			11/08/2013		
3129			11/08/2013	288	2
3509			11/08/2013		
8970	17,76	4,2	11/08/2013	266	2
3517			11/08/2013		
5004			11/08/2013		
8959	3,46	2,2	11/08/2013	335	2
3505			11/08/2013		
3532			11/08/2013		
8949	7,04	4,0	11/08/2013	322	3
3500			11/08/2013		
3133			11/08/2013	311	2
3495			11/08/2013		
3514			11/08/2013		
8970	18,02	4,2	12/08/2013	267	2
8933	29,39	4,8	12/08/2013	439	2
8946			12/08/2013	351	3
4990	28,17	5,2	12/08/2013	140	1
17			12/08/2013		
4971			12/08/2013	290	1
8932	32,61	4,9	12/08/2013	102	3
3133			12/08/2013	312	2
3509			12/08/2013		
8936		1,9	12/08/2013	323	3
4965	19,80	3,5	12/08/2013	260	1
3517			12/08/2013		
1			12/08/2013		
7			12/08/2013		
3166	22,04	3,2	12/08/2013	110	2
3532			12/08/2013		
8941			12/08/2013	384	2
5004			12/08/2013		
3140	27,61	5,1	12/08/2013	78	2
3541			12/08/2013		
3524			12/08/2013		
4977	4,35	2,1	12/08/2013	57	1
3505			12/08/2013		
3230			12/08/2013		
9			12/08/2013		
3537			12/08/2013		
14			12/08/2013		
3500			12/08/2013		
4994	16,44	3,7	12/08/2013	220	1
3227			12/08/2013		
3129			12/08/2013	289	2
8959	10,12	3,5	12/08/2013	336	2
3495			12/08/2013		
8949	15,67	4,0	12/08/2013	323	3
3138			12/08/2013	281	2
3536			12/08/2013		
4978	7,95	2,8	12/08/2013	282	1
3507			12/08/2013		
3504			12/08/2013		
4997	18,59	4,1	12/08/2013	16	1
3216			12/08/2013		
3514			12/08/2013		
3505			13/08/2013		
8959	20,87	6,3	13/08/2013	337	2
3230			13/08/2013		
3507			13/08/2013		
3495			13/08/2013		
3140	34,16	4,9	13/08/2013	79	2
8932	25,75	4,1	13/08/2013	103	3
7			13/08/2013		
3129			13/08/2013	290	2
3138			13/08/2013	282	2
4994	13,88	2,9	13/08/2013	221	1
1			13/08/2013		
4977	30,86	4,5	13/08/2013	58	1
3133			13/08/2013	313	2
3514			13/08/2013		
3166	32,27	4,8	13/08/2013	111	2
4997	18,31	3,8	13/08/2013	17	1
17			13/08/2013		
4978	20,65	4,1	13/08/2013	283	1
4965	19,85	3,4	13/08/2013	261	1
3536			13/08/2013		
3500			13/08/2013		
8946			13/08/2013	352	3
3537			13/08/2013		
3509			13/08/2013		
8936		1,9	13/08/2013	324	3
3541			13/08/2013		
14			13/08/2013		
4971			13/08/2013	291	1
8941			13/08/2013	385	2
4990	25,11	4,6	13/08/2013	141	1
8970	14,10	4,0	13/08/2013	268	2
8949	5,76	3,8	13/08/2013	324	3
3227			13/08/2013		
5004			13/08/2013		
3524			13/08/2013		
8933	23,81	3,9	13/08/2013	440	2
3504			13/08/2013		
3532			13/08/2013		
9			13/08/2013		
3517			13/08/2013		
3216			13/08/2013		
3500			14/08/2013		
8932	24,87	4,1	14/08/2013	104	3
3166	24,97	4,0	14/08/2013	112	2
5004			14/08/2013		
9			14/08/2013		
3532			14/08/2013		
4997	19,95	4,2	14/08/2013	18	1
8949	4,64	4,0	14/08/2013	325	3
4994	17,84	3,9	14/08/2013	222	1
8959	7,52	3,2	14/08/2013	338	2
3140	26,15	5,1	14/08/2013	80	2
4977	11,97	2,9	14/08/2013	59	1
4978	14,85	3,7	14/08/2013	284	1
3536			14/08/2013		
8941			14/08/2013	386	2
3133			14/08/2013	314	2
3504			14/08/2013		
3138			14/08/2013	283	2
3505			14/08/2013		
14			14/08/2013		
8933	23,86	4,1	14/08/2013	441	2
8936		1,9	14/08/2013	325	3
3230			14/08/2013		
7			14/08/2013		
3537			14/08/2013		
3227			14/08/2013		
3524			14/08/2013		
8946			14/08/2013	353	3
8970	18,49	4,3	14/08/2013	269	2
3129			14/08/2013	291	2
3216			14/08/2013		
3509			14/08/2013		
3495			14/08/2013		
3517			14/08/2013		
1			14/08/2013		
4990	30,64	5,6	14/08/2013	142	1
4971			14/08/2013	292	1
3541			14/08/2013		
3514			14/08/2013		
3507			14/08/2013		
17			14/08/2013		
4965	18,30	3,7	14/08/2013	262	1
8970	14,05	4,2	15/08/2013	270	2
3537			15/08/2013		
3509			15/08/2013		
3216			15/08/2013		
1			15/08/2013		
9			15/08/2013		
3138			15/08/2013	284	2
3166	23,77	3,8	15/08/2013	113	2
4994	8,79	3,5	15/08/2013	223	1
8946			15/08/2013	354	3
4997	18,88	3,8	15/08/2013	19	1
3541			15/08/2013		
3505			15/08/2013		
3536			15/08/2013		
8936		2,0	15/08/2013	326	3
3507			15/08/2013		
3504			15/08/2013		
4990	26,86	4,8	15/08/2013	143	1
3495			15/08/2013		
3524			15/08/2013		
4971			15/08/2013	293	1
8959	11,55	4,4	15/08/2013	339	2
17			15/08/2013		
3133			15/08/2013	315	2
3140	21,75	5,1	15/08/2013	81	2
8933	23,84	3,9	15/08/2013	442	2
14			15/08/2013		
4977	18,78	5,3	15/08/2013	60	1
4965	20,39	3,5	15/08/2013	263	1
3129			15/08/2013	292	2
5004			15/08/2013		
8949	4,71	3,9	15/08/2013	326	3
3514			15/08/2013		
8941			15/08/2013	387	2
3532			15/08/2013		
3227			15/08/2013		
8932	23,91	3,7	15/08/2013	105	3
3500			15/08/2013		
4978	14,53	3,5	15/08/2013	285	1
3517			15/08/2013		
3230			15/08/2013		
7			15/08/2013		
5004			16/08/2013		
3216			16/08/2013		
4971			16/08/2013	294	1
9			16/08/2013		
3505			16/08/2013		
3504			16/08/2013		
4997	18,53	3,9	16/08/2013	20	1
3495			16/08/2013		
8949	6,93	4,2	16/08/2013	327	3
3133			16/08/2013	316	2
3227			16/08/2013		
8941			16/08/2013	388	2
4994	15,88	3,4	16/08/2013	224	1
8933	23,89	4,0	16/08/2013	443	2
4978	12,57	3,3	16/08/2013	286	1
3524			16/08/2013		
3500			16/08/2013		
14			16/08/2013		
3138			16/08/2013	285	2
3514			16/08/2013		
8946			16/08/2013	355	3
4965	19,53	3,4	16/08/2013	264	1
3230			16/08/2013		
1			16/08/2013		
4977	26,29	3,1	16/08/2013	61	1
8970	16,29	4,1	16/08/2013	271	2
3507			16/08/2013		
3129			16/08/2013	293	2
3541			16/08/2013		
3517			16/08/2013		
3532			16/08/2013		
8959	10,93	4,4	16/08/2013	340	2
8936		1,9	16/08/2013	327	3
3536			16/08/2013		
4990	27,13	4,9	16/08/2013	144	1
3140	12,41	4,7	16/08/2013	82	2
7			16/08/2013		
3509			16/08/2013		
3537			16/08/2013		
8932	24,56	4,0	16/08/2013	106	3
17			16/08/2013		
3166	26,78	4,2	16/08/2013	114	2
8959	15,23	6,6	17/08/2013	341	2
3514			17/08/2013		
7			17/08/2013		
8936		1,7	17/08/2013	328	3
14			17/08/2013		
3532			17/08/2013		
3509			17/08/2013		
4994	9,89	3,3	17/08/2013	225	1
8949	12,30	4,0	17/08/2013	328	3
3504			17/08/2013		
1			17/08/2013		
4990	27,76	4,9	17/08/2013	145	1
3216			17/08/2013		
3227			17/08/2013		
4977	15,55	4,7	17/08/2013	62	1
4997	21,03	4,0	17/08/2013	21	1
3524			17/08/2013		
17			17/08/2013		
3517			17/08/2013		
3505			17/08/2013		
8933	23,86	3,9	17/08/2013	444	2
4971			17/08/2013	295	1
3138			17/08/2013	286	2
4965	18,39	3,4	17/08/2013	265	1
3500			17/08/2013		
9			17/08/2013		
3541			17/08/2013		
3507			17/08/2013		
4978	14,44	3,5	17/08/2013	287	1
3140	21,76	5,1	17/08/2013	83	2
3133			17/08/2013	317	2
3537			17/08/2013		
3129			17/08/2013	294	2
3230			17/08/2013		
8941			17/08/2013	389	2
8970	16,24	3,9	17/08/2013	272	2
8932	26,22	4,0	17/08/2013	107	3
8946			17/08/2013	356	3
5004			17/08/2013		
3536			17/08/2013		
3495			17/08/2013		
3166	27,81	4,0	17/08/2013	115	2
3227			18/08/2013		
9			18/08/2013		
8936		2,0	18/08/2013	329	3
3517			18/08/2013		
8932	24,84	3,8	18/08/2013	108	3
8933	25,25	4,1	18/08/2013	445	2
3166	24,15	3,9	18/08/2013	116	2
3514			18/08/2013		
3536			18/08/2013		
3524			18/08/2013		
3505			18/08/2013		
3504			18/08/2013		
3216			18/08/2013		
3537			18/08/2013		
3532			18/08/2013		
4977	14,22	4,0	18/08/2013	63	1
4965	20,10	3,5	18/08/2013	266	1
5004			18/08/2013		
7			18/08/2013		
3230			18/08/2013		
4978	14,30	3,5	18/08/2013	288	1
1			18/08/2013		
3129			18/08/2013	295	2
4994	17,12	3,7	18/08/2013	226	1
14			18/08/2013		
4971			18/08/2013	296	1
8949	6,39	4,0	18/08/2013	329	3
3541			18/08/2013		
3140	35,36	5,6	18/08/2013	84	2
3509			18/08/2013		
8970	16,78	4,1	18/08/2013	273	2
4990	28,70	4,9	18/08/2013	146	1
3495			18/08/2013		
4997	20,28	4,0	18/08/2013	22	1
3500			18/08/2013		
8946			18/08/2013	357	3
8959	6,85	2,1	18/08/2013	342	2
3138			18/08/2013	287	2
8941			18/08/2013	390	2
3133			18/08/2013	318	2
3507			18/08/2013		
17			18/08/2013		
4971			19/08/2013	297	1
3517			19/08/2013		
3500			19/08/2013		
8933	24,03	3,9	19/08/2013	446	2
4977	21,03	4,0	19/08/2013	64	1
9			19/08/2013		
3507			19/08/2013		
3129			19/08/2013	296	2
3505			19/08/2013		
8949	4,69	3,9	19/08/2013	330	3
3140	14,78	4,2	19/08/2013	85	2
3133			19/08/2013	319	2
7			19/08/2013		
3532			19/08/2013		
4994	10,12	2,9	19/08/2013	227	1
5004			19/08/2013		
8936		1,9	19/08/2013	330	3
3230			19/08/2013		
4978	15,23	3,5	19/08/2013	289	1
1			19/08/2013		
3227			19/08/2013		
4990	28,74	5,0	19/08/2013	147	1
8941			19/08/2013	391	2
4965	20,58	3,4	19/08/2013	267	1
3541			19/08/2013		
14			19/08/2013		
3495			19/08/2013		
3138			19/08/2013	288	2
8932	26,68	4,0	19/08/2013	109	3
3524			19/08/2013		
3514			19/08/2013		
3536			19/08/2013		
3216			19/08/2013		
17			19/08/2013		
8959	10,37	5,4	19/08/2013	343	2
8970	18,88	4,2	19/08/2013	274	2
3537			19/08/2013		
4997	21,30	4,8	19/08/2013	23	1
3509			19/08/2013		
8946			19/08/2013	358	3
3166	27,31	4,1	19/08/2013	117	2
3504			19/08/2013		
8932	28,14	4,3	20/08/2013	110	3
3500			20/08/2013		
8970	17,57	4,4	20/08/2013	275	2
4977	9,70	2,2	20/08/2013	65	1
3509			20/08/2013		
3216			20/08/2013		
3505			20/08/2013		
3133			20/08/2013	320	2
3129			20/08/2013	297	2
3507			20/08/2013		
7			20/08/2013		
3140	31,64	5,5	20/08/2013	86	2
3537			20/08/2013		
4994	16,53	2,9	20/08/2013	228	1
3536			20/08/2013		
8936		2,7	20/08/2013	331	3
3138			20/08/2013	289	2
3495			20/08/2013		
4978	8,40	2,0	20/08/2013	290	1
4997	22,57	3,4	20/08/2013	24	1
3227			20/08/2013		
4971			20/08/2013	298	1
3230			20/08/2013		
9			20/08/2013		
8941			20/08/2013	392	2
1			20/08/2013		
5004			20/08/2013		
8946			20/08/2013	359	3
8933	26,20	4,2	20/08/2013	447	2
3166	11,93	4,1	20/08/2013	118	2
4990	29,41	5,1	20/08/2013	148	1
3504			20/08/2013		
3532			20/08/2013		
8949	6,82	4,2	20/08/2013	331	3
8959	12,22	3,9	20/08/2013	344	2
3514			20/08/2013		
3517			20/08/2013		
3541			20/08/2013		
4965	21,63	3,8	20/08/2013	268	1
17			20/08/2013		
14			20/08/2013		
3524			20/08/2013		
8936	8,85	5,1	21/08/2013	0	4
3541			21/08/2013		
4994	13,34	3,5	21/08/2013	229	1
